2.879793265791 3.403392041389
0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000721094927,0.000000000000,0.137486984511,0.000000000000,0.002235009391,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.155537069926,0.748349783159,1.000000000000,0.000000000000,0.210208893038,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.439241530841,0.544874160332,1.000000000000,0.000000000000,0.521153972891,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.734211098099,0.274124327048,1.000000000000,0.000000000000,0.843364159087,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.035405967316,1.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.198248804204,0.000000000000,1.000000000000,0.000000000000,1.000000000000,0.000000000000,1.000000000000,0.000000000000,0.190463679442,0.000000000000,0.000000000000,0.000000000000,0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
-0.003000000000 0.000000000000 | -0.801689896219 0.279467218016
1.376788284751 -0.182803144654 | -0.571769305487 0.501265136915
1.586165471967 -0.505849147401 | 1.176957803177 -0.344937576659
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
-0.003000000000 0.000000000000 | -2.224199299154 0.773482725954
0.401462428510 0.065918380241 | -3.713350297218 1.501261422814
4.727731523777 -1.505841511821 | 2.860368213237 -0.839564816068
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
-0.003000000000 0.000000000000 | -3.646708702088 1.267498233891
0.140561421384 0.066530111713 | -6.854931288950 2.501257708712
7.869300204267 -2.505833876240 | 4.543778623297 -1.334192055478
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
-0.003000000000 0.000000000000 | -5.069795411315 1.761513741828
-0.120339585742 0.067141843185 | -9.999481153284 3.502199774896
11.010868884760 -3.505826240660 | 6.227189033357 -1.828819294887
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
-0.003000000000 0.000000000000 | -0.896843409340 0.312468058047
-0.003000000000 0.000000000000 | -5.951114663389 2.067804352247
-0.003000000000 0.000000000000 | -11.002391111609 3.821434678328
7.205313780095 -2.294477538919 | 5.574246257738 -1.636845035513
-0.003000000000 0.000000000000 | 0.824185326022 -0.241284376303
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
0.000000000000 0.000000000000 | -0.000000000000 -0.000000000000
SPEC_FINISHED
